PlayBGM,ADV_everyday
SetCharacter_A,知鳴　朔人
SetSpeakTiming,0
Speak_A,お～っす、お疲れ。
Speak_A,疲れはとれてなさそうな顔つきだな……。
Speak_A,新しい区画が増えたばかりだし、|仕方ないよな……。
Speak_A,俺は俺で、ゆっくり休むための時間がある|はずなんだが、最近はなんでか夢見が悪くて|なかなか寝付けなくてな……。
Speak_A,疲れからか幻覚のようなものも|たまに見える気が…………。
Speak_A,それもこれも、原因はこのヘリオスの環境が|悪さをしてるんだとは思うんだけどな。
Speak_A,――なんで断定できるのかって？|おいおい、冗談はよしてくれよ！
StopBGM,
PlayBGM,ADV_wonder
Speak_A,慣れてきて感覚がマヒしてたが、業務中に|朝と夜が何度も訪れてるんだぜ？
Speak_A,やっとのことで業務が終わって、帰るときにこっちが朝の時にあっちが夜、何てことが|多いんだよな。
Speak_A,あっちで時間を見てみれば、なんだかんだ|定時では帰れてはいるが、やっぱり不思議な|感覚だよ。
Speak_A,時間感覚？体内時計？がバグってるって|感じになるからよ。
Speak_A,こんな環境に身を置いた結果として、|自律神経がやられて寝付けないと|俺は予想する……！
Speak_A,とはいえ、この1日に何回も昼と夜が|入れ替わるのはどんな理屈だろうな？
Speak_A,それに、ヘリオス内部では風も吹かない、|天気の変化もない、気温の変化もない。
Speak_A,考えれば考えるほど、分からない事ばかり|だから、ヘリオスは不気味な場所だよ。
Speak_A,でもこんな環境だからこそ、何か異変が|起きたときに分かり易いのが利点なのか？
Speak_A,……分からないことを考えてても、|逆に疲れるよな。
Speak_A,こういう時は、お茶でも飲みながらゆっくりするのが定石か。
Speak_A,ふぅ……。やっぱりお茶は最高だな……。
SetCharacter_D,アナウンス
Speak_D,ピィー……ッガガ。
Speak_D,――月11日。|本日の運送業務を開始します。
RemoveCharacter_D,
Speak_A,さて、と。思いのほか時間の流れは速いな。
Speak_A,じゃ、行くとしますか。
End,
