SetCharacter_A,
SetSpeakTiming,0
Speak_A,《休憩室に向かうと、同僚Aが荒い呼吸で真っ暗な画面を見つめていた。》
RemoveCharacter_A,
SetCharacter_A,同僚A
Speak_A,はぁっ……、はぁっ……。
Speak_A,俺は何もやってない……。
Speak_A,そんな記憶なんてない……。
Speak_A,嘘だ……。あれは、きっと……悪い夢なんだ。
Speak_A,……っ、電話？
Speak_A,もしもし……、はい。そうですが……。
SetSpeakTiming,1
Speak_A,――――は？
SetSpeakTiming,0.5
Speak_A,母さんが――しん、だ――？
SetSpeakTiming,0
Speak_A,は、ははっ……。これは、わ、悪い夢……。
Speak_A,そうじゃなかったら……。俺は、おれは……。
Speak_A,なんのために……。
Speak_A,っそうだ……！　夢ならそのうち覚めるよ…な？
Speak_A,これは、悪い夢……。夢なんだ……。
Speak_A,悪い夢だよ、な……。
RemoveCharacter_A,
SetCharacter_A,上司
Speak_A,お疲れ。
Speak_A,この時間なら、同僚A君が一緒にいると思ったが……。
Speak_A,ふむ……。誰が見ても心配するような表情で、
Speak_A,ふらふらと休憩室から出ていった、と……。
Speak_A,どんな状態だったか、詳しく聞かせてくれないか？
Speak_A,電源のついていないテレビを見つめ、
Speak_A,外からの電話を取っていた……？
Speak_A,おかしいな……。本来、ここでは外からの電話は遮断されているはずだが……？
Speak_A,――っ！
Speak_A,すまないが私は彼を追いかけてくる！
Speak_A,君は先に業務を開始してくれ！
Speak_Announce,ピィー……ッガガ。
Speak_Announce,――月13日。本日の運送業務を開始します。
Speak_A,頼んだぞ……！
End,
