SetCharacter_B,同僚A
SetCharacter_C,上司
SetSpeakTiming,0
Speak_B,申し訳ございません…。
Speak_C,いやなに、大丈夫だ。
Speak_C,こちらこそ、新人の君たちに|苦労を掛けている。すまない。
Speak_B,いえ、私が至らないばかりに…。
Speak_C,あまり自分を責めるな。|我々も知りたい情報を精査できた。
Speak_C,協力感謝するよ。
Speak_C,じゃあ、私はこれで。
Speak_B,お疲れさまでした…。
RemoveCharacter_C,
RemoveCharacter_B,
SetCharacter_A,同僚A
Speak_A,はぁ…。なんだ、見てたのか…。
Speak_A,仕事でヘマしちまってよ。
Speak_A,上司さんに報告してたってわけだ。
Speak_A,これが長時間なもんだから、俺もかなり|精神的に来ててな…。
Speak_A,おいおい、ヘマした内容を教えてくれって？
Speak_A,慰めも無しか、まあいいけど…。
Speak_A,いつものように業務してたんだがよ、|マニュアル通りやったはずが、|異常を知らせる通知が来てな。
Speak_A,それが結構大ごとだったってわけだ。
Speak_A,すぐに上司さんがカバーしてくれて、大事に至らなかったって感じだ。
Speak_A,そのあと状況確認や報告の会議が開かれて、あれよこれよと聞かれてたんだよ。
Speak_A,ログを取ってたおかげで、当時の状況の|再現確認ができてよかったけど、|やってなかったらと思うとぞっとするよ。
Speak_A,あんたも気をつけろよ。|生きた心地しないからな。
SetCharacter_D,アナウンス
Speak_D,ピィー…ッガガ。
Speak_D,――月8日。本日の運送業務を開始します。
RemoveCharacter_D,
Speak_A,時間か。俺はまだ例の件でやることがある|からな。
Speak_A,あんたも業務頑張れよ。
End,
