SetCharacter_A,同僚B
SetSpeakTiming,0
Speak_A,先輩、報告です。
Speak_A,先輩が来る数時間前、1つの管理区画に匹敵する程の超大型シナーが出現したそうです。
Speak_A,その影響かは未確定ですが、各管理区画に|存在するシナー達の異常が立て続けに発生|したそうです。
Speak_A,先に来ていたメンバーで対処しましたが、|少なからず被害が確認されています。
Speak_A,それと……RRCにある資料では超大型の|シナーに関する情報はなく、まったく手が|出せない状況です。
Speak_A,ですが、幸運なことに出現した超大型の|シナーは現在活動していないことが|分かっています。
RemoveCharacter_A,
SetCharacter_B,上司
SetCharacter_C,同僚B
Speak_B,遅れてしまって申し訳ない。
Speak_C,上司さん、お疲れ様です。
Speak_B,お疲れ。君も状況は聞いたか？
Speak_B,――――よし。|まずは、例のシナーについてだ。
Speak_B,上に掛け合ったところ、本部に一部資料が|あるかもしれないらしい。
Speak_B,ただ、時間がかかると言われてしまってな。
Speak_B,それまでは、あのシナーを放置するしかないとのことだ。
Speak_B,下手に刺激を与えて、より大きい被害を|出しては元も子もないとのことだ。
Speak_C,妥当な判断ではありますね……。
Speak_B,現在は活動を停止していることから、|他シナーの異常を発生させることはないと|思われるが、これについては何も言えない。
Speak_B,異常が発生した場合、全力で被害を抑える|ことが優先事項となる。
Speak_B,ふぅ……。ここまで長々と確認はしたが、|通常の業務となんら変わりはない。
Speak_B,我々ができることはシナーを抑制させ、|被害を拡大させないことだ。
Speak_B,荷が重い役回りになるかもしれないが|よろしく頼むよ。
Speak_C,いえ、ご期待に応えられるよう努めさせて|いただきます。
SetCharacter_D,アナウンス
Speak_D,ピィー…ッガガ。
Speak_D,――月24日。|本日の運送業務を開始します。
RemoveCharacter_D,
Speak_B,では頼んだぞ、二人とも。
End,
