PlayBGM,ADV_everyday
SetCharacter_A,色織　叶芽
SetSpeakTiming,0
Speak_A,先輩、お疲れ様です。
Speak_A,時に先輩。私、ふと思ったんです。
Speak_A,私が自分のことを話すことはあっても、|先輩は自分のことをあまり話さない|ですよね？
Speak_A,なので本日は先輩のお話を聞こうかと……！
Speak_A,おほん。では、質問です。
Speak_A,好きなものは何でしょうか！
Speak_A,――――コーヒー……ですか。
Speak_A,……いえ、私の質問の仕方が悪かった|ですね。
Speak_A,毎日のルーティーンとして、コーヒーを一杯|飲んでから業務に臨んでいますから……。
Speak_A,……そうですね。|なんの質問がいいでしょうか……？
StopBGM,
Speak_A,では、この会社に入った理由を……。
Speak_A,すごいしかめっ面ですね……。
Speak_A,…………知鳴さんにもこの質問を？
Speak_A,ごめんなさい。|軽はずみな質問をしてしまって……。
PlayBGM,ADV_wonder
Speak_A,――――え？実は、会社に入る前のことを|あまり覚えていない、と？
Speak_A,その答えもなかなか重い内容だと思うの|ですが……、何か少しでも思い出せることは|ありませんか？
Speak_A,夢を見ていたような不思議な感覚で、|水の中にいる浮遊感だったり、|太陽に照らされ暖かかった気もする、|ですか……。
Speak_A,それと、自分の身の回りには機械がたくさんあったような気もする、と。
Speak_A,――――気のせい、と言っても少し妙な気もしますが……。
Speak_A,病院で寝たきりの状態にでもなっていた|ということなのでしょうか……？
Speak_A,ですが……現在となっては、すこぶる調子がいいですし……。
Speak_A,寝たきりだったというには少し信憑性に|欠けますね……。
Speak_A,…………あまり、過去のことに気を向け|過ぎてもダメですね。
Speak_A,大丈夫です。過去を思い出せなくても未来がありますから。
Speak_A,前向きに行きましょう、先輩！
SetCharacter_D,アナウンス
Speak_D,ピィー……ッガガ。
Speak_D,――月23日。|本日の運送業務を開始します。
RemoveCharacter_D,
Speak_A,なんだかアナウンスも応援してくれている|ようなタイミングですね……！
Speak_A,今日も頑張りましょう、先輩！
End,
